2 0.485309 0.485309
2 0.283789 0.283789
2 0.619393 0.619393
2 0.816319 0.816319
2 0.805514 0.805514
2 0.000000 0.000000
2 0.582357 0.582357
2 0.227626 0.227626
2 0.741979 0.741979
2 0.514974 0.514974
2 0.250863 0.250863
2 0.113604 0.113604
2 0.397135 0.397135
2 0.303097 0.303097
2 0.402186 0.402186
2 0.604007 0.604007
2 0.254232 0.254232
2 0.637447 0.637447
2 0.447484 0.447484
2 0.730466 0.730466
2 0.756981 0.756981
2 0.711111 0.711111
2 0.376685 0.376685
2 0.434508 0.434508
2 0.328541 0.328541
2 0.856272 0.856272
2 0.268828 0.268828
2 0.334347 0.334347
2 -0.040681 -0.040681
2 0.215169 0.215169
2 0.655914 0.655914
2 0.260385 0.260385
2 -0.003318 -0.003318
2 -0.013456 -0.013456
2 0.390746 0.390746
2 0.000000 0.000000
2 0.253581 0.253581
2 0.404297 0.404297
2 0.253631 0.253631
2 0.219144 0.219144
2 0.066625 0.066625
2 -0.018236 -0.018236
2 0.013333 0.013333
2 0.266830 0.266830
2 0.239147 0.239147
2 0.217486 0.217486
2 0.255961 0.255961
2 0.722802 0.722802
2 0.216797 0.216797
2 0.278622 0.278622
2 0.326087 0.326087
2 0.506185 0.506185
2 0.314827 0.314827
2 0.200364 0.200364
2 0.484971 0.484971
2 0.221547 0.221547
2 0.003869 0.003869
2 0.310309 0.310309
2 -0.165451 -0.165451
2 0.079703 0.079703
2 0.475586 0.475586
2 -0.005597 -0.005597
2 0.819814 0.819814
2 0.336606 0.336606
2 0.077294 0.077294
2 0.356771 0.356771
2 0.763593 0.763593
2 0.846410 0.846410
2 0.243716 0.243716
2 0.451199 0.451199
2 0.707869 0.707869
2 0.575846 0.575846
2 0.173737 0.173737
2 0.781915 0.781915
2 0.249649 0.249649
2 0.356636 0.356636
2 0.171444 0.171444
2 0.105817 71.023164
2 0.134973 306.038671
2 0.002728 -52.636757
2 0.105376 54.885391
2 0.122210 182.452684
2 0.003584 16.858996
2 0.102186 19.143490
2 0.116658 167.010463
2 0.140451 280.318185
2 0.007937 9.002044
2 0.121129 1089.849739
2 0.085825 1303.938133
2 0.114608 822.377012
2 0.069763 474.273284
2 0.114807 126.300226
2 0.114807 156.019077
2 0.120833 223.945599
2 0.114807 176.411017
2 0.120197 1686.348551
2 0.001586 -4.440346
2 0.123554 494.495145
2 0.122817 479.045297
2 0.120765 179.949162
2 0.104372 20.415224
2 0.104231 19.756398
2 0.126970 265.489339
2 0.103279 39.499810
2 0.000000 -8.290699
2 0.105288 25.105791
2 0.105120 24.217167
2 0.102560 12.077758
2 0.009016 39.089554
2 0.107440 60.455175
2 0.106557 34.726744
2 0.106144 50.544961
2 0.102115 11.838946
2 0.006944 103.436967
2 0.103173 39.223993
2 0.112897 44.465735
2 0.102976 25.582094
2 0.115610 1497.326796
2 0.106144 138.831259
2 0.106741 1097.140929
2 0.000000 -16.525236
2 0.110576 88.381595
2 0.106144 64.286058
2 0.111475 148.426785
2 0.000000 -45.702098
3 0.386037 0.386037
3 0.125482 0.125482
3 0.391742 0.391742
3 -0.001992 -0.001992
3 0.109340 0.109340
3 0.000000 0.000000
3 0.361432 0.361432
3 0.038693 0.038693
3 0.075119 0.075119
3 0.054852 0.054852
3 0.225248 0.225248
3 0.090325 0.090325
3 0.219457 0.219457
3 0.263932 0.263932
3 0.349551 0.349551
3 0.807083 0.807083
3 0.248617 0.248617
3 0.383486 0.383486
3 0.245337 0.245337
3 0.010313 0.010313
3 0.007733 0.007733
3 0.009477 0.009477
3 0.183935 0.183935
3 0.167402 0.167402
3 0.372097 0.372097
3 0.125591 0.125591
3 0.118497 0.118497
3 -0.004400 -0.004400
3 0.086251 0.086251
3 0.168654 0.168654
3 0.092802 0.092802
3 -0.653217 -0.653217
3 0.654917 0.654917
3 0.517839 0.517839
3 0.394994 0.394994
3 0.079620 0.079620
3 0.676482 0.676482
3 0.089934 0.089934
3 0.134668 0.134668
3 0.064231 0.064231
3 0.215364 0.215364
3 0.259916 0.259916
3 0.051438 0.051438
3 0.383060 0.383060
3 0.058800 0.058800
3 -0.029006 -0.029006
3 0.389115 0.389115
3 -0.008730 -0.008730
3 0.382544 0.382544
3 0.160931 0.160931
3 0.130674 0.130674
3 0.115968 0.115968
3 0.179031 0.179031
3 0.315038 0.315038
3 0.089744 0.089744
3 -0.002744 -0.002744
3 0.245610 0.245610
3 0.126168 0.126168
3 0.200281 0.200281
3 0.368954 0.368954
3 0.416231 0.416231
3 0.519924 0.519924
3 -0.018304 -0.018304
3 0.224691 0.224691
3 0.358268 0.358268
3 0.315801 0.315801
3 0.057560 0.057560
3 -0.054243 -0.054243
3 0.284150 0.284150
3 0.072553 0.072553
3 0.175036 0.175036
3 0.089522 0.089522
3 0.124605 0.124605
3 0.876871 0.876871
3 0.178111 0.178111
3 0.034085 0.034085
3 0.090310 0.090310
3 0.421294 0.421294
3 0.106196 0.106196
3 0.109350 0.109350
3 -0.000693 -0.000693
3 0.127598 0.127598
3 0.187099 0.187099
3 0.212254 0.212254
3 0.192369 0.192369
3 0.054575 0.054575
3 0.493976 0.493976
3 0.138128 0.138128
3 0.280184 0.280184
3 -0.019225 -0.019225
3 0.579018 0.579018
3 0.590474 0.590474
3 0.113029 0.113029
3 0.108686 0.108686
3 0.375456 0.375456
3 0.459633 0.459633
3 0.626520 0.626520
3 0.095304 0.095304
3 0.730416 0.730416
3 -0.014401 -0.014401
3 0.095214 0.095214
3 0.238208 0.238208
3 0.282278 0.282278
3 -0.001094 -0.001094
3 0.169930 0.169930
3 0.095568 0.095568
3 0.468788 0.468788
3 0.666526 0.666526
3 0.082369 0.082369
3 -0.003012 -0.003012
3 0.012077 0.012077
3 0.591990 0.591990
3 0.379809 0.379809
3 -0.001316 -0.001316
3 0.055199 0.055199
3 -0.112983 -0.112983
3 0.251289 0.251289
3 0.185103 0.185103
3 0.741212 0.741212
3 0.314511 0.314511
3 0.428505 0.428505
3 0.031905 0.031905
3 0.647849 0.647849
3 0.175493 0.175493
3 0.211903 0.211903
3 0.136705 0.136705
3 0.254200 0.254200
3 0.344789 0.344789
3 0.580794 0.580794
3 0.148041 0.148041
3 0.174834 0.174834
3 0.039852 0.039852
3 0.196254 0.196254
3 0.309056 0.309056
3 0.084748 0.084748
3 0.226028 0.226028
3 -0.077528 -0.077528
3 0.154401 0.154401
3 -0.024174 -0.024174
3 0.606211 0.606211
3 0.049468 0.049468
3 0.221266 0.221266
3 0.066724 0.066724
3 0.253223 0.253223
3 0.000867 2.182184
3 0.017263 149.517300
3 -0.000639 -12.596132
3 0.052015 80.939486
3 0.047541 554.475968
3 0.001576 8.547909
3 0.018403 160.359814
3 0.000854 5.580016
3 0.001490 -5.232340
3 0.012826 94.176704
3 0.006647 79.366694
3 0.069545 1116.096792
3 0.199090 894.098587
3 0.005680 46.396723
3 0.101967 16.587025
3 0.027858 116.176281
3 0.100958 8.173831
3 0.105586 62.668997
3 0.001141 -6.987093
3 0.100428 5.268429
3 -0.000313 -35.886304
3 0.017914 66.279784
3 -0.003326 -33.627241
3 0.000522 5.818338
3 0.002506 16.026701
3 0.001392 0.172702
3 0.060871 665.870200
3 0.101486 8.332704
3 0.101281 7.253738
3 0.002448 17.957589
3 -0.026101 -350.123019
3 -0.000038 -10.224272
3 0.102106 31.671459
3 -0.002731 -34.939177
3 0.101537 12.555328
3 0.100481 1.576592
3 0.026327 228.872067
3 0.101690 14.105856
3 0.000000 -1.228111
3 0.034980 287.587508
3 0.007900 46.616397
3 0.011691 128.207446
3 -0.236897 -6023.939152
3 0.100239 1.002864
3 0.103671 29.725282
3 0.001732 21.026984
3 0.104454 22.580170
3 0.032901 493.143072
3 0.001836 8.950442
3 0.100918 4.221518
3 0.100419 1.227962
3 0.102564 60.239860
3 0.046253 286.985902
3 0.011556 52.769838
3 0.104480 45.264911
3 -0.006505 -61.171932
3 0.000458 6.495373
3 -0.000738 -13.970763
3 0.013940 202.544522
3 0.002265 -9.912002
3 0.100437 2.258585
3 0.075776 879.765506
3 0.100982 7.638985
3 0.004455 -132.729544
3 0.016803 251.910705
3 0.012268 -296.134260
3 0.010812 21.076048
3 0.017132 97.821463
3 0.029550 225.424131
3 0.012893 46.438891
3 0.020880 -342.140645
3 0.007711 75.854281
3 0.001417 15.040077
3 0.000118 35.040146
3 0.007296 59.378424
3 0.000292 -2.908235
3 0.274890 1891.126166
3 0.022566 244.018923
3 0.100626 4.385548
3 -0.001929 -27.886207
3 -0.005038 -71.732008
3 0.000000 -0.485429
3 0.014168 77.741307
3 0.010548 57.152650
3 0.100692 5.813554
3 0.001278 -16.197661
3 -0.000429 -15.063918
3 0.161146 477.749618
3 0.005795 60.748955
3 0.103743 22.766018
3 0.155747 281.999468
3 0.101136 8.139791
3 0.100204 1.004467
3 0.078981 926.692857
3 -0.000728 -7.079986
3 -0.006935 -66.067067
3 0.096583 874.612064
3 0.054897 687.030609
4 0.147085 0.147085
4 0.140360 0.140360
4 0.022655 0.022655
4 0.019983 0.019983
4 0.426531 0.426531
4 0.050535 0.050535
4 0.393001 0.393001
4 -0.068090 -0.068090
4 0.514862 0.514862
4 0.515417 0.515417
4 0.399178 0.399178
4 0.027688 0.027688
4 0.434702 0.434702
4 0.326812 0.326812
4 -0.055879 -0.055879
4 -0.005522 -0.005522
4 0.181443 0.181443
4 0.371559 0.371559
4 0.476141 0.476141
4 0.262025 0.262025
4 0.225097 0.225097
4 0.383028 0.383028
4 0.016169 0.016169
4 0.081131 0.081131
4 0.507151 0.507151
4 0.004189 0.004189
4 0.027440 0.027440
4 -0.050737 -0.050737
4 0.681323 0.681323
4 0.392512 0.392512
4 0.219201 0.219201
4 -0.016126 -0.016126
4 0.154069 0.154069
4 0.033893 0.033893
4 0.500037 0.500037
4 0.019195 0.019195
4 0.047885 0.047885
4 -0.008754 -0.008754
4 0.313959 0.313959
4 0.409688 0.409688
4 0.688357 0.688357
4 0.106264 0.106264
4 0.203929 0.203929
4 0.002294 0.002294
4 0.339191 0.339191
4 0.068423 0.068423
4 0.339908 0.339908
4 0.466645 0.466645
4 0.449411 0.449411
4 0.130631 0.130631
4 0.569495 0.569495
4 0.106633 0.106633
4 0.197884 0.197884
4 0.407254 0.407254
4 0.276060 0.276060
4 0.054855 0.054855
4 -0.006171 -0.006171
4 0.078450 0.078450
4 0.101136 0.101136
4 0.210306 0.210306
4 0.029015 0.029015
4 0.245578 0.245578
4 0.044903 0.044903
4 0.055356 0.055356
4 0.116771 0.116771
4 0.379995 0.379995
4 0.014099 0.014099
4 0.296744 0.296744
4 0.378760 0.378760
4 0.201581 0.201581
4 0.010066 0.010066
4 0.085636 0.085636
4 -0.039561 -0.039561
4 -0.009813 -0.009813
4 0.273892 0.273892
4 0.180883 0.180883
4 0.131071 0.131071
4 -0.005998 -0.005998
4 0.048257 0.048257
4 -0.009330 -0.009330
4 -0.261901 -0.261901
4 0.297378 0.297378
4 0.138769 0.138769
4 0.027544 0.027544
4 0.282909 0.282909
4 0.022697 0.022697
4 0.048466 0.048466
4 0.340171 0.340171
4 0.120662 0.120662
4 0.284787 0.284787
4 -0.016148 -0.016148
4 0.237319 0.237319
4 0.144787 0.144787
4 0.014474 0.014474
4 0.057988 0.057988
4 0.079690 0.079690
4 0.167376 0.167376
4 0.667199 0.667199
4 0.034534 0.034534
4 0.213058 0.213058
4 -0.040107 -0.040107
4 0.257286 0.257286
4 0.028618 0.028618
4 0.063291 0.063291
4 0.012315 0.012315
4 0.467310 0.467310
4 0.383137 0.383137
4 0.337991 0.337991
4 0.298614 0.298614
4 0.164603 0.164603
4 0.135207 0.135207
4 0.352414 0.352414
4 0.541692 0.541692
4 0.242035 0.242035
4 -0.046466 -0.046466
4 0.042371 0.042371
4 -0.007095 -0.007095
4 0.114524 0.114524
4 0.446820 0.446820
4 0.135313 0.135313
4 0.063511 0.063511
4 0.212820 0.212820
4 0.053298 0.053298
4 0.128233 0.128233
4 0.005502 0.005502
4 0.241962 0.241962
4 -0.006961 -0.006961
4 0.114754 0.114754
4 0.046874 0.046874
4 -0.003799 -0.003799
4 0.588600 0.588600
4 0.210784 0.210784
4 0.084960 0.084960
4 0.213219 0.213219
4 0.074807 0.074807
4 0.316805 0.316805
4 -0.208089 -0.208089
4 -0.048953 -0.048953
4 0.476149 0.476149
4 0.380282 0.380282
4 -0.099639 -0.099639
4 0.233073 0.233073
4 0.018268 0.018268
4 0.024755 0.024755
4 0.200177 0.200177
4 0.131255 0.131255
4 0.185870 0.185870
4 -0.100240 -0.100240
4 -0.036842 -0.036842
4 0.145508 0.145508
4 0.022422 0.022422
4 0.078459 0.078459
4 0.525929 0.525929
4 0.360171 0.360171
4 0.051954 0.051954
4 -0.050319 -0.050319
4 -0.003433 -0.003433
4 0.425823 0.425823
4 0.378271 0.378271
4 0.021958 0.021958
4 0.267156 0.267156
4 0.154011 0.154011
4 0.550022 0.550022
4 0.211452 0.211452
4 0.226174 0.226174
4 0.505091 0.505091
4 0.109698 0.109698
4 0.012457 0.012457
4 0.031211 0.031211
4 0.039972 0.039972
4 0.205200 0.205200
4 0.574696 0.574696
4 0.219827 0.219827
4 0.392587 0.392587
4 0.123375 0.123375
4 -0.006083 -0.006083
4 0.033173 0.033173
4 0.211275 0.211275
4 0.057854 0.057854
4 -0.038576 -0.038576
4 0.079282 0.079282
4 0.187471 0.187471
4 0.407800 0.407800
4 -0.033433 -0.033433
4 0.096448 0.096448
4 -0.002531 -0.002531
4 0.117026 0.117026
4 0.187322 0.187322
4 0.146438 0.146438
4 0.189062 0.189062
4 0.001720 14.594497
4 0.053893 334.515863
4 -0.033766 -277.449028
4 0.050440 195.264648
