14 0.015022 63.538514 -0.206622 -1206.197128 
13 0.015162 65.043784 -0.163476 -974.111779 
13 0.034969 141.234182 -0.092195 -788.150734 
12 0.032819 135.928219 -0.075494 -680.394524 
11 0.040133 160.220526 -0.058767 -589.853296 
6 0.048214 349.105916 0.031998 155.974413 
12 0.057706 130.864495 -0.003217 -231.530069 
11 0.049685 439.208686 -0.076983 -881.898452 
10 0.144781 736.973193 0.050762 -406.699331 
2 0.006144 53.014434 0.000000 -45.702098 
15 0.073268 138.058670 0.003424 -423.405535 
14 0.069122 132.855712 -0.018186 -498.106187 
14 0.014856 31.461649 -0.053039 -267.155957 
13 0.166674 289.427926 0.068424 -260.395353 
12 0.006863 18.012762 -0.035850 -175.622209 
11 0.353920 733.369742 0.003641 -2420.087304 
11 0.052921 101.381860 -0.014881 -232.522970 
13 0.027034 480.845938 -0.140794 -2237.628887 
12 0.076664 161.687183 0.021555 -138.010040 
10 0.000965 5.753778 -0.028867 -230.434446 
7 0.004464 71.836888 -0.098979 -1460.799416 
6 0.017559 207.837827 -0.244203 -3738.855138 
10 0.009461 26.187891 -0.033633 -183.771661 
9 0.001791 5.260434 -0.034974 -181.217975 
8 0.010248 69.586244 -0.004388 -119.541646 
3 0.057637 749.401831 0.054897 687.030609 
15 0.004525 15.881426 -0.120157 -692.388242 
14 0.055425 221.795684 -0.031531 -363.683127 
14 0.008219 28.196204 -0.068309 -465.658749 
13 0.004317 8.468786 -0.050326 -274.718849 
12 0.057336 206.152488 -0.195590 -1342.817878 
11 0.055829 122.094978 -0.026147 -342.189494 
10 0.052379 203.079167 -0.165752 -1160.212882 
9 0.035072 186.606209 -0.013490 -224.356290 
8 0.017080 74.391755 0.117080 74.491755 
5 0.001235 6.743054 0.000457 -4.596756 
14 0.125483 531.518277 -0.098178 -518.874763 
12 0.129060 337.945648 -0.193081 -1101.113053 
16 0.012180 38.628744 -0.474033 -3169.532037 
15 0.124071 447.210634 -0.362756 -2795.172894 
17 0.018195 30.922677 -0.333131 -1583.913698 
16 0.143075 378.436238 -0.045886 -902.831878 
14 0.183238 379.863354 -0.025941 -916.188859 
14 0.069217 242.021115 -0.397106 -1779.197109 
14 0.021386 38.763030 -0.149717 -1098.365487 
16 0.006864 13.050386 -0.100399 -446.659400 
15 0.008316 40.618351 -0.071692 -343.451623 
11 0.022333 136.862865 -0.004090 -48.632706 
7 0.004524 26.162656 -0.010682 -90.745576 
15 0.008811 36.778113 -0.160526 -1117.540330 
14 0.005743 23.123536 -0.129813 -898.932913 
12 0.015018 51.208756 -0.067824 -508.784354 
11 0.025264 92.554445 -0.069114 -547.096531 
7 0.571868 1373.985015 0.417091 274.158739 
7 0.025472 59.633060 0.013793 -22.140434 
6 0.534109 1350.685175 0.433140 606.053393 
4 0.005623 31.271044 0.005213 27.505661 
13 0.094507 387.101957 -0.316357 -2594.706681 
12 0.072981 389.358263 -0.324320 -2511.551877 
11 0.274080 1061.264051 -0.102966 -1679.661044 
10 0.018162 116.326218 -0.335893 -2469.434197 
12 0.096107 178.293296 -0.072699 -718.665828 
11 0.238097 413.668868 -0.026047 -778.833891 
15 0.069584 204.576156 -0.093925 -981.266148 
13 0.074481 204.489472 -0.055903 -784.795974 
17 0.043141 300.845997 -0.097578 -770.023551 
14 0.025257 151.712426 -0.073719 -538.510835 
13 0.011401 22.372916 -0.169582 -1106.162325 
11 0.005826 35.699253 -0.259055 -2491.481320 
16 0.082661 661.015245 -0.062156 -779.628729 
15 0.013253 47.366424 -0.170365 -804.672763 
14 0.207357 598.869875 0.092603 -180.114490 
13 0.121850 591.118171 -0.171587 -2117.660133 
12 0.104323 211.889516 -0.127611 -848.307751 
12 0.063613 292.478244 -0.192126 -2100.048672 
12 0.291915 594.681916 0.107616 -637.171631 
10 0.258905 677.271534 0.142222 -144.362454 
14 0.220537 589.537075 -0.036344 -1164.057208 
13 0.157297 426.835498 -0.053103 -1085.009734 
13 0.006531 27.230102 -0.040977 -294.402459 
12 0.005699 20.771584 -0.032956 -246.001874 
12 0.187874 516.535809 0.018023 -733.140565 
12 0.052865 187.380408 -0.224568 -1594.253397 
2 0.011475 148.326785 0.111475 148.426785 
12 0.022342 82.114357 -0.017955 -181.739805 
7 0.031192 216.213638 0.025211 150.961700 
17 0.207925 510.485937 0.103834 -192.650802 
16 0.387670 1254.686575 0.261110 178.618356 
15 0.224110 713.366089 0.126056 -129.895125 
14 0.228580 734.974187 0.065993 -752.392715 
13 0.007958 14.057899 -0.168416 -1404.031114 
12 0.339021 1155.935638 0.126004 -887.283266 
10 0.272734 867.073307 -0.046661 -1760.265758 
15 0.000619 2.465148 -0.133766 -1161.327007 
15 0.142363 308.387612 -0.286166 -1732.423943 
15 0.107267 198.844262 -0.015541 -363.071420 
14 0.040931 79.913099 -0.062012 -396.297363 
14 0.071875 148.746326 -0.046198 -432.645331 
14 0.012257 31.565075 -0.043361 -223.878114 
13 0.006841 18.477674 -0.029277 -153.855500 
11 0.106317 186.443757 -0.013324 -415.334584 
10 0.034114 72.924087 -0.062543 -409.347362 
9 0.014223 33.188219 -0.001568 -53.262593 
7 0.050699 340.086634 0.031819 108.438228 
6 0.040008 265.414286 0.030731 147.703480 
