15 0.163333 -289.333333 0.303333 1866.666667
12 0.133681 1002.604167 0.668403 1604.166667
11 1.310019 -946.124764 0.363894 1673.913043
9 0.065741 450.986121 0.420745 243.243243
6 0.113804 -221.104506 0.032515 253.619875
13 0.587901 -5322.049587 0.649785 13862.082645
14 0.966472 -47745.153061 0.625364 51466.071429
12 0.493566 660.741344 0.318430 1217.993080
3 0.096210 -209.912536 0.026239 1469.387755
15 0.432988 -30698.833823 1.010305 31709.138650
11 0.093573 499.054820 0.623819 717.391304
11 0.081481 537.777778 0.651852 733.333333
10 0.249851 103.509816 0.481856 731.707317
8 0.009350 -46.748477 0.196344 411.386593
7 0.442784 -16326.302843 0.332088 18042.091837
12 0.080783 -1184.812451 0.359034 3518.533944
14 0.310249 1546.075716 0.672207 3831.578947
12 0.537600 -364.800000 0.422400 3744.000000
12 0.229167 -229.166667 0.343750 2979.166667
13 0.948893 -1419.213223 0.495074 4455.669421
13 0.307692 800.000000 0.692308 1000.000000
12 0.704525 2304.633964 0.716467 1420.991926
13 0.145303 -39543.971955 0.435909 41244.017680
7 0.360787 -3844.023324 0.098397 3971.938776
15 0.292265 725.623583 0.131015 846.560847
11 0.325926 869.135802 0.651852 1955.555556
17 0.318339 20.761246 0.622837 1411.764706
16 0.641122 -7693.463561 1.121963 21157.024793
14 0.298495 -3581.942679 1.432777 20775.267539
11 0.218336 4577.788280 1.455577 12889.130435
11 0.601216 1508.013479 0.854360 3618.147448
15 0.437045 -1409.469303 1.529657 7375.130073
11 0.677230 2788.592123 1.195111 1872.340426
9 0.129630 894.444444 0.648148 1166.666667
5 0.003859 -75.214139 0.006003 98.627435
11 0.169204 -16779.892784 0.116860 18182.213960
16 0.578534 -762.057351 0.330341 4726.153846
10 0.155491 -938.775510 0.544218 4204.081633
13 0.276631 -171355.338971 1.106524 174232.301833
12 0.101499 1542.791234 0.304498 405.997693
6 0.066355 -24323.886080 0.033178 24388.582400
4 0.014655 -7303.533243 0.002586 7314.740006
9 0.029850 -1802.949480 0.268651 2662.634000
10 0.321237 963.712076 0.642475 321.237359
9 0.210373 420.745069 0.631118 841.490139
11 0.323300 -4230472.201352 0.209194 4232982.531931
8 0.186994 755.455380 0.224393 411.386593
3 0.208333 -7502.777778 0.041667 8002.777778
15 0.507536 -408.848310 0.366554 2534.859521
15 0.305861 -784189.466667 0.341250 786919.466667
14 0.656689 1211.890606 1.074583 5020.689655
9 0.345679 -12470.370370 0.172840 12833.333333
15 0.266190 -9239435.962039 0.798570 9243668.382344
17 0.161277 -357582.848567 1.290214 360937.405328
5 0.576560 -1216.446125 0.075614 1413.043478
11 0.412840 -338997.728395 0.195556 342126.617284
10 0.379009 -262.390671 0.233236 612.244898
16 0.320561 -2121.045162 0.560982 5112.947658
10 0.292500 -134937.000000 0.337500 141012.000000
14 0.795918 238.775510 0.596939 2089.285714
9 0.592593 2025.925926 0.907407 333.333333
7 0.139489 3206.699742 0.309976 1752.913199
5 0.162735 1513.437988 0.177529 1327.032136
3 0.277333 -97.066667 0.042667 208.000000
15 0.488499 3148.598341 0.865976 1354.474604
14 0.449872 -3225.237706 0.570992 4338.671432
7 0.420000 -933.333333 0.140000 2613.333333
16 0.105332 908.728800 0.536236 834.038761
11 0.099056 -9427.324802 0.226414 10740.527657
15 0.326667 2804.666667 0.606667 1866.666667
15 0.033274 -88551.608298 1.098034 91406.495579
5 0.653644 -3788.880541 0.338092 7710.743802
4 0.609053 -4953.909465 0.131687 6481.481481
3 0.122449 -2791.836735 0.244898 5730.612245
12 0.095040 -15003.648000 0.285120 16828.416000
10 0.607500 1599.750000 0.405000 506.250000
14 0.244582 547.650928 0.382824 1443.033611
11 0.525510 -15151.844967 0.171638 16044.363966
11 0.184691 -286.814815 0.195556 1303.703704
9 0.315559 410.226443 0.473338 2051.132213
5 0.560000 -176.000000 0.240000 800.000000
12 0.369600 316.800000 0.475200 8236.800000
9 0.349030 2546.675900 0.598338 355.263158
12 0.224625 -545406.488099 0.302935 546375.880104
15 0.709459 -5055880.173813 0.425675 5059157.872967
