3 0.002378 29.75276 0.002378 29.75276
4 0.0091 92.225217 0.0091 92.225217
10 0.011661 4.595181 -0.112026 -430.220462
11 0.012174 4.79379 -0.127001 -500.996894
5 0.001147 6.453474 -0.025743 -251.686154
6 0.068443 188.513647 0.063056 136.055506
12 0.089262 346.590248 -0.065622 -1140.29537
16 0.295951 129.799454 0.219714 -209.266601
4 0.009543 52.127655 -0.008144 -266.212033
5 0.01995 109.080212 -0.012777 -479.827068
6 0.04696 234.932143 -0.003 -663.796572
12 0.192299 117.048931 0.016392 -807.539806
16 0.192041 327.556481 0.148421 83.027194
9 0.050888 101.088202 0.046179 69.834584
15 0.136125 4.572139 0.110605 -56.289241
9 0.11924 517.227674 -0.045034 -1142.215493
13 0.076871 10.118415 -0.072248 -710.39976
16 0.167212 35.509157 -0.044385 -989.191619
17 0.347606 429.642764 -0.656065 -6005.995769
4 0.005904 28.901742 0.005904 28.901742
8 0.017899 6.584255 0.017899 6.584255
10 0.167357 193.626768 0.163649 176.267293
16 0.378102 106.408561 0.03902 -1909.464058
6 0.029284 126.511017 -0.002623 -77.696232
15 0.124471 64.065957 0.107763 3.671698
17 0.356554 96.316208 0.075983 -699.809231
9 0.076932 156.14083 0.03457 -222.915698
14 0.253987 14.493882 -0.022365 -891.286379
15 0.276594 24.312426 -0.021338 -954.079266
6 0.031998 66.884497 0.015334 -21.150242
9 0.144893 64.655866 0.117057 -54.602696
10 0.012019 26.418911 -0.069314 -513.005478
8 0.043217 9.092055 0.043217 9.092055
5 0.03672 307.056549 0.029537 166.846871
16 0.313463 91.686347 0.313463 91.686347
17 0.282296 459.596386 -0.080973 -1859.195127
15 0.062278 8.382063 0.055692 -8.890509
14 0.226283 738.63036 -0.035765 -1253.808498
3 0.005265 27.524247 -0.000581 -57.745985
7 0.001578 7.436633 -0.033727 -344.324905
9 0.122192 70.333177 0.047035 -657.214106
9 0.021975 37.449395 0.002923 -105.735464
14 0.27647 109.540133 0.099409 -3014.772233
3 0.00398 7.959361 0.00398 7.959361
8 0.077423 28.584447 -0.124006 -717.2366
13 0.283942 672.534221 -0.024428 -2072.812925
5 0.020785 15.930816 0.017675 -5.376048
9 0.018679 68.581243 -0.044193 -516.593412
4 0.006371 29.933613 -0.010294 -130.055476
4 0.015396 33.545654 0.000686 -107.667048
16 0.238386 795.40645 0.179934 399.234268
3 0.005675 21.038783 -0.003536 -66.154573
4 0.015271 43.157986 -0.014657 -240.162341
16 0.350445 2401.058145 0.203878 1094.413156
13 0.130684 1.944058 0.001685 -571.81668
14 0.146648 2.577359 0.002949 -631.812028
16 0.210236 84.451167 0.002382 -849.443238
16 0.036648 12.372248 -0.076191 -454.198007
11 0.024139 25.301515 0.022381 19.192396
14 0.216909 19.796975 0.197971 -21.59998
16 0.322722 302.129848 0.322722 302.129848
4 0.008063 6.756966 -0.003619 -105.184606
4 0.003838 2.401309 -0.006205 -93.791579
8 0.022215 5.664261 -0.071331 -885.005385
8 0.025035 6.485572 -0.067572 -869.103356
13 0.179508 95.343858 0.120803 -99.944205
3 0.005915 58.048385 0.001767 -16.617871
5 0.045986 365.216171 0.014902 -190.555969
9 0.048696 2.385196 0.043076 -10.548593
14 0.142706 437.122976 0.114402 165.241266
15 0.176524 322.41764 0.138462 -42.477241
3 0.003302 9.860245 0.003302 9.860245
15 0.131317 7.828993 -0.084298 -615.297171
4 0.006127 48.311226 0.003056 28.654469
5 0.035151 84.60481 0.035151 84.60481
7 0.046823 104.704276 0.040774 61.445433
13 0.071301 116.709062 0.068752 99.068361
16 0.21421 224.624205 0.156569 -213.597696
13 0.101778 61.974245 -0.07516 -1160.858206
6 0.04026 56.466405 0.020705 -31.986946
6 0.027198 99.346299 -0.016247 -253.157312
8 0.070663 98.224231 0.045046 -106.035701
8 0.035583 186.827253 -0.074846 -758.505142
9 0.084479 10.833524 -0.01231 -884.91463
8 0.037997 87.088269 -0.029218 -550.60988
12 0.184987 493.634678 -0.005695 -1310.936545
4 0.008724 33.237811 -0.012168 -128.274138
7 0.034071 201.307429 -0.0805 -801.499487
8 0.079911 346.834606 -0.086253 -1059.621758
9 0.113602 345.351759 -0.198675 -2242.900579
15 0.121985 227.139657 -0.088576 -2325.3367
3 1806.888763 0.225861 1806.888763 0.225861
16 0.088628 14.547988 0.07797 -29.1901
10 0.145176 23.349109 0.040285 -983.608839
7 0.003856 34.861606 -0.062977 -768.036477
13 0.060015 78.977621 0.05505 46.715816
14 0.094544 125.388982 0.08796 82.871686
15 0.104127 136.249859 0.094534 75.188625
13 0.222375 1161.312399 0.049136 -655.756719
13 0.212461 1061.059832 0.041972 -724.224729
6 757.023471 0.194109 757.023471 0.194109
9 0.13007 62.401935 -0.25837 -1812.1423
10 0.118972 63.312641 0.034997 -345.379944
4 0.017466 19.794476 0.008263 -65.543369
